Random seed set to: 123

Demands:
D(m1, t=1, ('l1', 'k1')) = 84.8
D(m3, t=2, ('l2', 'k1')) = 65.2
D(m3, t=2, ('l2', 'k2')) = 70.9
D(m3, t=2, ('l2', 'k3')) = 84.1
D(m3, t=2, ('l2', 'k4')) = 93.8
D(m3, t=2, ('l2', 'k5')) = 75.5
D(m4, t=1, ('l1', 'k1')) = 83.5
D(m4, t=1, ('l1', 'k2')) = 79.3
D(m4, t=1, ('l1', 'k3')) = 81.2
D(m4, t=1, ('l1', 'k4')) = 83.7
D(m4, t=1, ('l1', 'k5')) = 92.1
D(m4, t=1, ('l2', 'k1')) = 54.2
D(m4, t=1, ('l2', 'k2')) = 88.2
D(m4, t=1, ('l2', 'k3')) = 62.2
D(m4, t=1, ('l2', 'k4')) = 59.7
D(m4, t=1, ('l2', 'k5')) = 78.6
D(m4, t=2, ('l1', 'k1')) = 54.8
D(m4, t=2, ('l1', 'k2')) = 94.3
D(m4, t=2, ('l1', 'k3')) = 81.4
D(m4, t=2, ('l1', 'k4')) = 86.2
D(m4, t=2, ('l1', 'k5')) = 50.8
D(m4, t=2, ('l2', 'k1')) = 79.7
D(m4, t=2, ('l2', 'k2')) = 77.8
D(m4, t=2, ('l2', 'k3')) = 57.9
D(m4, t=2, ('l2', 'k4')) = 57.7
D(m4, t=2, ('l2', 'k5')) = 84.8
D(m5, t=1, ('l1', 'k1')) = 65.9
D(m5, t=1, ('l1', 'k2')) = 84.6
D(m5, t=1, ('l1', 'k3')) = 77.7
D(m5, t=1, ('l1', 'k4')) = 69.4
D(m5, t=1, ('l1', 'k5')) = 96.3
D(m5, t=1, ('l2', 'k1')) = 92.1
D(m5, t=1, ('l2', 'k2')) = 67.9
D(m5, t=1, ('l2', 'k3')) = 52.2
D(m5, t=1, ('l2', 'k4')) = 65.2
D(m5, t=1, ('l2', 'k5')) = 69.9
D(m5, t=2, ('l1', 'k1')) = 85.2
D(m5, t=2, ('l1', 'k2')) = 99.8
D(m5, t=2, ('l1', 'k3')) = 67.8
D(m5, t=2, ('l1', 'k4')) = 88.1
D(m5, t=2, ('l1', 'k5')) = 79.7
D(m5, t=2, ('l2', 'k1')) = 84.6
D(m5, t=2, ('l2', 'k2')) = 57.6
D(m5, t=2, ('l2', 'k3')) = 69.9
D(m5, t=2, ('l2', 'k4')) = 62.0
D(m5, t=2, ('l2', 'k5')) = 67.2
D(m6, t=1, ('l1', 'k1')) = 75.7
D(m6, t=1, ('l1', 'k2')) = 83.3
D(m6, t=1, ('l1', 'k3')) = 55.3
D(m6, t=1, ('l1', 'k4')) = 56.5
D(m6, t=1, ('l1', 'k5')) = 66.1
D(m6, t=1, ('l2', 'k1')) = 83.1
D(m6, t=1, ('l2', 'k2')) = 92.3
D(m6, t=1, ('l2', 'k3')) = 77.7
D(m6, t=1, ('l2', 'k4')) = 92.7
D(m6, t=1, ('l2', 'k5')) = 69.2
D(m6, t=2, ('l1', 'k1')) = 65.8
D(m6, t=2, ('l1', 'k2')) = 67.7
D(m6, t=2, ('l1', 'k3')) = 58.6
D(m6, t=2, ('l1', 'k4')) = 91.5
D(m6, t=2, ('l1', 'k5')) = 66.9
D(m6, t=2, ('l2', 'k1')) = 77.6
D(m6, t=2, ('l2', 'k2')) = 78.9
D(m6, t=2, ('l2', 'k3')) = 76.1
D(m6, t=2, ('l2', 'k4')) = 50.1
D(m6, t=2, ('l2', 'k5')) = 99.4
D(m7, t=1, ('l1', 'k1')) = 95.3
D(m7, t=1, ('l1', 'k2')) = 60.4
D(m7, t=1, ('l1', 'k3')) = 64.6
D(m7, t=1, ('l1', 'k4')) = 76.0
D(m7, t=1, ('l1', 'k5')) = 95.1
D(m7, t=1, ('l2', 'k1')) = 99.2
D(m7, t=1, ('l2', 'k2')) = 62.9
D(m7, t=1, ('l2', 'k3')) = 78.2
D(m7, t=1, ('l2', 'k4')) = 90.3
D(m7, t=1, ('l2', 'k5')) = 69.7
D(m7, t=2, ('l1', 'k1')) = 86.6
D(m7, t=2, ('l1', 'k2')) = 58.1
D(m7, t=2, ('l1', 'k3')) = 80.0
D(m7, t=2, ('l1', 'k4')) = 93.3
D(m7, t=2, ('l1', 'k5')) = 99.2
D(m7, t=2, ('l2', 'k1')) = 54.0
D(m7, t=2, ('l2', 'k2')) = 71.4
D(m7, t=2, ('l2', 'k3')) = 60.2
D(m7, t=2, ('l2', 'k4')) = 72.5
D(m7, t=2, ('l2', 'k5')) = 77.4
D(m8, t=1, ('l1', 'k1')) = 54.7
D(m8, t=1, ('l1', 'k2')) = 64.8
D(m8, t=1, ('l1', 'k3')) = 96.4
D(m8, t=1, ('l1', 'k4')) = 78.5
D(m8, t=1, ('l1', 'k5')) = 72.9
D(m8, t=1, ('l2', 'k1')) = 87.7
D(m8, t=1, ('l2', 'k2')) = 87.1
D(m8, t=1, ('l2', 'k3')) = 52.4
D(m8, t=1, ('l2', 'k4')) = 85.4
D(m8, t=1, ('l2', 'k5')) = 92.0
D(m8, t=2, ('l1', 'k1')) = 58.3
D(m8, t=2, ('l1', 'k2')) = 89.0
D(m8, t=2, ('l1', 'k3')) = 64.3
D(m8, t=2, ('l1', 'k4')) = 65.3
D(m8, t=2, ('l1', 'k5')) = 83.3
D(m8, t=2, ('l2', 'k1')) = 55.6
D(m8, t=2, ('l2', 'k2')) = 83.2
D(m8, t=2, ('l2', 'k3')) = 94.4
D(m8, t=2, ('l2', 'k4')) = 84.8
D(m8, t=2, ('l2', 'k5')) = 72.0
D(m9, t=1, ('l1', 'k1')) = 71.9
D(m9, t=1, ('l1', 'k2')) = 88.3
D(m9, t=1, ('l1', 'k3')) = 78.3
D(m9, t=1, ('l1', 'k4')) = 54.2
D(m9, t=1, ('l1', 'k5')) = 79.1
D(m9, t=1, ('l2', 'k1')) = 90.7
D(m9, t=1, ('l2', 'k2')) = 66.9
D(m9, t=1, ('l2', 'k3')) = 96.4
D(m9, t=1, ('l2', 'k4')) = 87.5
D(m9, t=1, ('l2', 'k5')) = 78.7
D(m9, t=2, ('l1', 'k1')) = 87.6
D(m9, t=2, ('l1', 'k2')) = 54.0
D(m9, t=2, ('l1', 'k3')) = 93.0
D(m9, t=2, ('l1', 'k4')) = 91.1
D(m9, t=2, ('l1', 'k5')) = 95.5
D(m9, t=2, ('l2', 'k1')) = 56.4
D(m9, t=2, ('l2', 'k2')) = 54.1
D(m9, t=2, ('l2', 'k3')) = 56.9
D(m9, t=2, ('l2', 'k4')) = 70.0
D(m9, t=2, ('l2', 'k5')) = 71.2
D(m10, t=1, ('l1', 'k1')) = 78.1
D(m10, t=1, ('l1', 'k2')) = 56.1
D(m10, t=1, ('l1', 'k3')) = 60.1
D(m10, t=1, ('l1', 'k4')) = 90.6
D(m10, t=1, ('l1', 'k5')) = 73.4
D(m10, t=1, ('l2', 'k1')) = 90.4
D(m10, t=1, ('l2', 'k2')) = 50.4
D(m10, t=1, ('l2', 'k3')) = 77.6
D(m10, t=1, ('l2', 'k4')) = 96.6
D(m10, t=1, ('l2', 'k5')) = 79.1
D(m10, t=2, ('l1', 'k1')) = 60.3
D(m10, t=2, ('l1', 'k2')) = 85.9
D(m10, t=2, ('l1', 'k3')) = 68.9
D(m10, t=2, ('l1', 'k4')) = 83.4
D(m10, t=2, ('l1', 'k5')) = 51.5
D(m10, t=2, ('l2', 'k1')) = 81.8
D(m10, t=2, ('l2', 'k2')) = 51.6
D(m10, t=2, ('l2', 'k3')) = 87.2
D(m10, t=2, ('l2', 'k4')) = 73.6
D(m10, t=2, ('l2', 'k5')) = 56.1
Solving model...
Status: Optimal
Objective: 13518102.187236102

Facility openings (CSAM l1):
y[m1, 'l1'] = 1.0
y[m2, 'l1'] = 1.0
y[m3, 'l1'] = 1.0
y[m4, 'l1'] = 1.0
y[m5, 'l1'] = 1.0
y[m6, 'l1'] = 1.0
y[m7, 'l1'] = 1.0
y[m8, 'l1'] = 1.0
y[m9, 'l1'] = 1.0
y[m10, 'l1'] = 1.0

Positive flows on CSAM (l1) repair paths (only flexible l1 commodities):
Arc (m1_q_l1 -> m1_r_l1), t=1, commodity=('l1', 'k3'): flow=50.0
Arc (m1_q_l1 -> m1_r_l1), t=2, commodity=('l1', 'k5'): flow=50.0
Arc (m2_q_l1 -> m2_r_l1), t=1, commodity=('l1', 'k5'): flow=50.0
Arc (m2_q_l1 -> m2_r_l1), t=2, commodity=('l1', 'k3'): flow=50.0
Arc (m3_q_l1 -> m3_r_l1), t=1, commodity=('l1', 'k5'): flow=50.0
Arc (m3_q_l1 -> m3_r_l1), t=2, commodity=('l1', 'k5'): flow=50.0
Arc (m4_q_l1 -> m4_r_l1), t=1, commodity=('l1', 'k5'): flow=50.0
Arc (m4_q_l1 -> m4_r_l1), t=2, commodity=('l1', 'k2'): flow=50.0
Arc (m5_q_l1 -> m5_r_l1), t=1, commodity=('l1', 'k1'): flow=50.0
Arc (m5_q_l1 -> m5_r_l1), t=2, commodity=('l1', 'k1'): flow=50.0
Arc (m6_q_l1 -> m6_r_l1), t=1, commodity=('l1', 'k3'): flow=50.0
Arc (m6_q_l1 -> m6_r_l1), t=2, commodity=('l1', 'k3'): flow=50.0
Arc (m7_q_l1 -> m7_r_l1), t=1, commodity=('l1', 'k1'): flow=50.0
Arc (m7_q_l1 -> m7_r_l1), t=2, commodity=('l1', 'k4'): flow=50.0
Arc (m8_q_l1 -> m8_r_l1), t=1, commodity=('l1', 'k3'): flow=50.0
Arc (m8_q_l1 -> m8_r_l1), t=2, commodity=('l1', 'k3'): flow=50.0
Arc (m9_q_l1 -> m9_r_l1), t=1, commodity=('l1', 'k4'): flow=50.0
Arc (m9_q_l1 -> m9_r_l1), t=2, commodity=('l1', 'k2'): flow=50.0
Arc (m10_q_l1 -> m10_r_l1), t=1, commodity=('l1', 'k1'): flow=50.0
Arc (m10_q_l1 -> m10_r_l1), t=2, commodity=('l1', 'k4'): flow=50.0

Positive flows on traditional (l2) repair paths:

For k=k1 at m1:
Arc (m1_q_l2 -> m1_r_l2), t=1, commodity=('l2', 'k1'): flow=100.0 (jumping if 'l1')
Arc (m1_q_l2 -> m1_r_l2), t=2, commodity=('l2', 'k1'): flow=100.0 (jumping if 'l1')

For k=k2 at m2:
Arc (m2_q_l2 -> m2_r_l2), t=1, commodity=('l2', 'k2'): flow=100.0 (jumping if 'l1')
Arc (m2_q_l2 -> m2_r_l2), t=2, commodity=('l2', 'k2'): flow=100.0 (jumping if 'l1')

For k=k3 at m3:
Arc (m3_q_l2 -> m3_r_l2), t=1, commodity=('l2', 'k3'): flow=100.0 (jumping if 'l1')
Arc (m3_q_l2 -> m3_r_l2), t=2, commodity=('l1', 'k3'): flow=80.2 (jumping if 'l1')
Arc (m3_q_l2 -> m3_r_l2), t=2, commodity=('l2', 'k3'): flow=19.8 (jumping if 'l1')

For k=k4 at m4:
Arc (m4_q_l2 -> m4_r_l2), t=1, commodity=('l2', 'k4'): flow=100.0 (jumping if 'l1')
Arc (m4_q_l2 -> m4_r_l2), t=2, commodity=('l2', 'k4'): flow=100.0 (jumping if 'l1')

For k=k5 at m5:
Arc (m5_q_l2 -> m5_r_l2), t=1, commodity=('l2', 'k5'): flow=100.0 (jumping if 'l1')
Arc (m5_q_l2 -> m5_r_l2), t=2, commodity=('l2', 'k5'): flow=100.0 (jumping if 'l1')

Positive inter-facility travel flows (in-to-in):
Arc (m1_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=99.0
Arc (m1_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=59.1
Arc (m1_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=84.2
Arc (m1_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=58.8
Arc (m1_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=74.0
Arc (m1_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=76.6
Arc (m1_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=69.6
Arc (m1_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=76.6
Arc (m2_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=66.1
Arc (m2_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=65.6
Arc (m2_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=61.4
Arc (m2_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=94.7
Arc (m2_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=64.7
Arc (m2_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=97.2
Arc (m2_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=81.5
Arc (m2_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=75.1
Arc (m3_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=62.5
Arc (m3_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=65.2
Arc (m3_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=74.2
Arc (m3_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=70.9
Arc (m3_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=76.0
Arc (m3_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=93.8
Arc (m3_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=80.6
Arc (m3_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=75.5
Arc (m4_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=54.2
Arc (m4_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=79.7
Arc (m4_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=88.2
Arc (m4_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=77.8
Arc (m4_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=62.2
Arc (m4_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=57.9
Arc (m4_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=78.6
Arc (m4_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=84.8
Arc (m5_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=92.1
Arc (m5_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=84.6
Arc (m5_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=67.9
Arc (m5_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=57.6
Arc (m5_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=52.2
Arc (m5_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=69.9
Arc (m5_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=65.2
Arc (m5_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=62.0
Arc (m6_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=83.1
Arc (m6_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=77.6
Arc (m6_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=92.3
Arc (m6_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=78.9
Arc (m6_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=77.7
Arc (m6_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=76.1
Arc (m6_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=92.7
Arc (m6_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=50.1
Arc (m6_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=69.2
Arc (m6_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=99.4
Arc (m7_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=99.2
Arc (m7_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=54.0
Arc (m7_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=62.9
Arc (m7_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=71.4
Arc (m7_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=78.2
Arc (m7_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=60.2
Arc (m7_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=90.3
Arc (m7_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=72.5
Arc (m7_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=69.7
Arc (m7_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=77.4
Arc (m8_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=87.7
Arc (m8_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=55.6
Arc (m8_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=87.1
Arc (m8_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=83.2
Arc (m8_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=52.4
Arc (m8_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=94.4
Arc (m8_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=85.4
Arc (m8_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=84.8
Arc (m8_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=92.0
Arc (m8_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=72.0
Arc (m9_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=90.7
Arc (m9_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=56.4
Arc (m9_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=66.9
Arc (m9_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=54.1
Arc (m9_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=96.4
Arc (m9_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=56.9
Arc (m9_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=87.5
Arc (m9_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=70.0
Arc (m9_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=78.7
Arc (m9_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=71.2
Arc (m10_in -> m1_in), t=1, commodity=('l2', 'k1'): flow=90.4
Arc (m10_in -> m1_in), t=2, commodity=('l2', 'k1'): flow=81.8
Arc (m10_in -> m2_in), t=1, commodity=('l2', 'k2'): flow=50.4
Arc (m10_in -> m2_in), t=2, commodity=('l2', 'k2'): flow=51.6
Arc (m10_in -> m3_in), t=1, commodity=('l2', 'k3'): flow=77.6
Arc (m10_in -> m3_in), t=2, commodity=('l2', 'k3'): flow=87.2
Arc (m10_in -> m4_in), t=1, commodity=('l2', 'k4'): flow=96.6
Arc (m10_in -> m4_in), t=2, commodity=('l2', 'k4'): flow=73.6
Arc (m10_in -> m5_in), t=1, commodity=('l2', 'k5'): flow=79.1
Arc (m10_in -> m5_in), t=2, commodity=('l2', 'k5'): flow=56.1

Positive flows on dummy arcs (unmet demand in t=2):
Arc (m1_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=152.0
Arc (m1_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=150.8
Arc (m1_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=83.3
Arc (m1_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=130.5
Arc (m1_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=105.9
Arc (m1_q_l2 -> dummy), t=2, commodity=('l2', 'k1'): flow=1304.6
Arc (m2_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=136.3
Arc (m2_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=164.2
Arc (m2_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=107.8
Arc (m2_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=155.2
Arc (m2_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=107.4
Arc (m2_q_l2 -> dummy), t=2, commodity=('l2', 'k2'): flow=1232.8
Arc (m3_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=137.2
Arc (m3_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=147.1
Arc (m3_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=65.9
Arc (m3_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=148.0
Arc (m3_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=60.5
Arc (m3_q_l2 -> dummy), t=2, commodity=('l2', 'k3'): flow=1362.0
Arc (m4_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=138.3
Arc (m4_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=123.6
Arc (m4_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=162.6
Arc (m4_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=169.9
Arc (m4_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=92.9
Arc (m4_q_l2 -> dummy), t=2, commodity=('l2', 'k4'): flow=1330.6
Arc (m5_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=51.2
Arc (m5_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=184.4
Arc (m5_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=145.5
Arc (m5_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=157.6
Arc (m5_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=175.9
Arc (m5_q_l2 -> dummy), t=2, commodity=('l2', 'k5'): flow=1324.3
Arc (m6_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=141.5
Arc (m6_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=151.0
Arc (m6_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=13.8
Arc (m6_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=148.0
Arc (m6_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=133.0
Arc (m7_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=131.8
Arc (m7_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=118.4
Arc (m7_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=144.7
Arc (m7_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=119.3
Arc (m7_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=194.3
Arc (m8_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=113.0
Arc (m8_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=153.9
Arc (m8_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=60.7
Arc (m8_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=143.8
Arc (m8_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=156.1
Arc (m9_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=159.5
Arc (m9_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=92.2
Arc (m9_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=171.3
Arc (m9_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=95.3
Arc (m9_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=174.6
Arc (m10_q_l1 -> dummy), t=2, commodity=('l1', 'k1'): flow=88.4
Arc (m10_q_l1 -> dummy), t=2, commodity=('l1', 'k2'): flow=142.0
Arc (m10_q_l1 -> dummy), t=2, commodity=('l1', 'k3'): flow=129.0
Arc (m10_q_l1 -> dummy), t=2, commodity=('l1', 'k4'): flow=124.0
Arc (m10_q_l1 -> dummy), t=2, commodity=('l1', 'k5'): flow=124.9

Total demand: 15032.7
Total inflow to ss: 15032.7
